display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
Nachlieli CLM Bold,Nachlieli CLM,Bold,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Nachlieli CLM,\setmainfont{Nachlieli CLM},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/culmus/NachlieliCLM-Bold.otf
Nachlieli CLM BoldOblique,Nachlieli CLM,BoldOblique,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Nachlieli CLM,\setmainfont{Nachlieli CLM},,Oblique,C:/texlive/2026/texmf-dist/fonts/opentype/public/culmus/NachlieliCLM-BoldOblique.otf
Nachlieli CLM Light,Nachlieli CLM,Light,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Nachlieli CLM,\setmainfont{Nachlieli CLM},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/culmus/NachlieliCLM-Light.otf
Nachlieli CLM LightOblique,Nachlieli CLM,LightOblique,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Nachlieli CLM,\setmainfont{Nachlieli CLM},,Oblique,C:/texlive/2026/texmf-dist/fonts/opentype/public/culmus/NachlieliCLM-LightOblique.otf
NewCM08Devanagari Book,NewCM08Devanagari,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewCM08Devanagari,\setmainfont{NewCM08Devanagari},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08Devanagari-Book.otf
NewCM08Devanagari,NewCM08Devanagari,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewCM08Devanagari,\setmainfont{NewCM08Devanagari},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08Devanagari-Regular.otf
NewCMUncial08 Bold,NewCMUncial08,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,NewCMUncial08,\setmainfont{NewCMUncial08},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial08-Bold.otf
NewCMUncial08 Book,NewCMUncial08,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewCMUncial08,\setmainfont{NewCMUncial08},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial08-Book.otf
NewCMUncial08,NewCMUncial08,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewCMUncial08,\setmainfont{NewCMUncial08},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial08-Regular.otf
NewCMUncial10 Bold,NewCMUncial10,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,NewCMUncial10,\setmainfont{NewCMUncial10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial10-Bold.otf
NewCMUncial10 Book,NewCMUncial10,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewCMUncial10,\setmainfont{NewCMUncial10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial10-Book.otf
NewComputerModern 10 Devanagari Bold,NewComputerModern 10 Devanagari,Bold,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern 10 Devanagari,\setmainfont{NewComputerModern 10 Devanagari},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10Devanagari-Bold.otf
NewComputerModern 10 Devanagari Book,NewComputerModern 10 Devanagari,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern 10 Devanagari,\setmainfont{NewComputerModern 10 Devanagari},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10Devanagari-Book.otf
NewComputerModern 10 Devanagari,NewComputerModern 10 Devanagari,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern 10 Devanagari,\setmainfont{NewComputerModern 10 Devanagari},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10Devanagari-Regular.otf
NewComputerModern08 Book,NewComputerModern08,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern08,\setmainfont{NewComputerModern08},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08-Book.otf
NewComputerModern08 BookItalic,NewComputerModern08,BookItalic,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern08,\setmainfont{NewComputerModern08},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08-BookItalic.otf
NewComputerModern08 Italic,NewComputerModern08,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern08,\setmainfont{NewComputerModern08},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08-Italic.otf
NewComputerModern08,NewComputerModern08,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern08,\setmainfont{NewComputerModern08},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM08-Regular.otf
NewComputerModern10 Bold,NewComputerModern10,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,NewComputerModern10,\setmainfont{NewComputerModern10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-Bold.otf
NewComputerModern10 BoldItalic,NewComputerModern10,BoldItalic,OpenType (OTF),不明（Unknown）,,Black（極太）,NewComputerModern10,\setmainfont{NewComputerModern10},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-BoldItalic.otf
NewComputerModern10 Book,NewComputerModern10,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern10,\setmainfont{NewComputerModern10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-Book.otf
NewComputerModern10 BookItalic,NewComputerModern10,BookItalic,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern10,\setmainfont{NewComputerModern10},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-BookItalic.otf
NewComputerModern10 Italic,NewComputerModern10,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern10,\setmainfont{NewComputerModern10},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-Italic.otf
NewComputerModern10,NewComputerModern10,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModern10,\setmainfont{NewComputerModern10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCM10-Regular.otf
NewComputerModernMath Bold,NewComputerModernMath,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,NewComputerModernMath,\setmainfont{NewComputerModernMath},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMath-Bold.otf
NewComputerModernMath Book,NewComputerModernMath,Book,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModernMath,\setmainfont{NewComputerModernMath},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMath-Book.otf
NewComputerModernMath,NewComputerModernMath,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModernMath,\setmainfont{NewComputerModernMath},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMath-Regular.otf
NewComputerModernUncial10,NewComputerModernUncial10,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NewComputerModernUncial10,\setmainfont{NewComputerModernUncial10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMUncial10-Regular.otf
Niagara Engraved,Niagara Engraved,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Niagara Engraved,\setmainfont{Niagara Engraved},,,C:/WINDOWS/fonts/NIAGENG.TTF
Niagara Solid,Niagara Solid,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Niagara Solid,\setmainfont{Niagara Solid},,,C:/WINDOWS/fonts/NIAGSOL.TTF
Nirmala Text Bold,Nirmala Text,Bold,TrueType Collection (TTC),不明（Unknown）,,Black（極太）,Nirmala Text,\setmainfont{Nirmala Text},,TTC（コレクション）,C:/WINDOWS/fonts/Nirmala.ttc
Nirmala Text,Nirmala Text,Regular,TrueType Collection (TTC),不明（Unknown）,,Light（細）,Nirmala Text,\setmainfont{Nirmala Text},,TTC（コレクション）,C:/WINDOWS/fonts/Nirmala.ttc
Nirmala Text Semilight,Nirmala Text,Semilight,TrueType Collection (TTC),不明（Unknown）,,ExtraLight（超細）,Nirmala Text,\setmainfont{Nirmala Text},,TTC（コレクション） / 別名: Nirmala Text Semilight,C:/WINDOWS/fonts/Nirmala.ttc
Nirmala UI Bold,Nirmala UI,Bold,TrueType Collection (TTC),不明（Unknown）,,Black（極太）,Nirmala UI,\setmainfont{Nirmala UI},,TTC（コレクション）,C:/WINDOWS/fonts/Nirmala.ttc
Nirmala UI,Nirmala UI,Regular,TrueType Collection (TTC),不明（Unknown）,,Light（細）,Nirmala UI,\setmainfont{Nirmala UI},,TTC（コレクション）,C:/WINDOWS/fonts/Nirmala.ttc
Nirmala UI Semilight,Nirmala UI,Semilight,TrueType Collection (TTC),不明（Unknown）,,ExtraLight（超細）,Nirmala UI,\setmainfont{Nirmala UI},,TTC（コレクション） / 別名: Nirmala UI Semilight,C:/WINDOWS/fonts/Nirmala.ttc
NKD04 Playing Card's Index,NKD04 Playing Card's Index,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,NKD04 Playing Card's Index,\setmainfont{NKD04 Playing Card's Index},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/hmtrump/nkd04_playing_cards_index.ttf
Norasi Bold,Norasi,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Norasi,\setmainfont{Norasi},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi-Bold.otf
Norasi Bold Italic,Norasi,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Norasi,\setmainfont{Norasi},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi-BoldItalic.otf
Norasi Bold Oblique,Norasi,Bold Oblique,OpenType (OTF),不明（Unknown）,,Black（極太）,Norasi,\setmainfont{Norasi},,Oblique,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi-BoldOblique.otf
Norasi Italic,Norasi,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Norasi,\setmainfont{Norasi},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi-Italic.otf
Norasi Oblique,Norasi,Oblique,OpenType (OTF),不明（Unknown）,,Light（細）,Norasi,\setmainfont{Norasi},,Oblique,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi-Oblique.otf
Norasi,Norasi,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Norasi,\setmainfont{Norasi},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-tlwg/Norasi.otf
Noto Color Emoji,Noto Color Emoji,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Noto Color Emoji,\setmainfont{Noto Color Emoji},,,C:/texlive/2026/texmf-dist/fonts/truetype/google/noto-emoji/NotoColorEmoji.ttf
Noto Emoji,Noto Emoji,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Noto Emoji,\setmainfont{Noto Emoji},,,C:/texlive/2026/texmf-dist/fonts/truetype/google/noto-emoji/NotoEmoji-Regular.ttf
NovelDeco,NovelDeco,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,NovelDeco,\setmainfont{NovelDeco},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/novel/NovelDeco.otf
npxsups Bold,npxsups,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,npxsups,\setmainfont{npxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-Bold.otf
npxsups BoldItalic,npxsups,BoldItalic,OpenType (OTF),不明（Unknown）,,Black（極太）,npxsups,\setmainfont{npxsups},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-BoldItalic.otf
npxsups BoldSlanted,npxsups,BoldSlanted,OpenType (OTF),不明（Unknown）,,Black（極太）,npxsups,\setmainfont{npxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-BoldSlanted.otf
npxsups Italic,npxsups,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,npxsups,\setmainfont{npxsups},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-Italic.otf
npxsups,npxsups,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,npxsups,\setmainfont{npxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-Regular.otf
npxsups Slanted,npxsups,Slanted,OpenType (OTF),不明（Unknown）,,Light（細）,npxsups,\setmainfont{npxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newpx/npxsups-Slanted.otf
NSimSun,NSimSun,Regular,TrueType Collection (TTC),不明（Unknown）,,Light（細）,NSimSun,\setmainfont{NSimSun},,TTC（コレクション） / 別名: 新宋体,C:/WINDOWS/fonts/simsun.ttc
ntxsups Bold,ntxsups,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,ntxsups,\setmainfont{ntxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newtx/ntxsups-Bold.otf
ntxsups BoldItalic,ntxsups,BoldItalic,OpenType (OTF),不明（Unknown）,,Black（極太）,ntxsups,\setmainfont{ntxsups},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newtx/ntxsups-BoldItalic.otf
ntxsups Italic,ntxsups,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,ntxsups,\setmainfont{ntxsups},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newtx/ntxsups-Italic.otf
ntxsups,ntxsups,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ntxsups,\setmainfont{ntxsups},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newtx/ntxsups-Regular.otf
Nunito Black,Nunito,Black,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,別名: Nunito Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-Black.otf
Nunito Black Italic,Nunito,Black Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,Italic / 別名: Nunito Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-BlackItalic.otf
Nunito Bold,Nunito,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-Bold.otf
Nunito Bold Italic,Nunito,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-BoldItalic.otf
Nunito ExtraBold,Nunito,ExtraBold,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,別名: Nunito ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-ExtraBold.otf
Nunito ExtraBold Italic,Nunito,ExtraBold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Nunito,\setmainfont{Nunito},,Italic / 別名: Nunito ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-ExtraBoldItalic.otf
Nunito ExtraLight,Nunito,ExtraLight,OpenType (OTF),不明（Unknown）,,Thin（極細）,Nunito,\setmainfont{Nunito},,別名: Nunito ExtraLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-ExtraLight.otf
Nunito ExtraLight Italic,Nunito,ExtraLight Italic,OpenType (OTF),不明（Unknown）,,Thin（極細）,Nunito,\setmainfont{Nunito},,Italic / 別名: Nunito ExtraLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-ExtraLightItalic.otf
Nunito Italic,Nunito,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Nunito,\setmainfont{Nunito},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-Italic.otf
Nunito Light,Nunito,Light,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Nunito,\setmainfont{Nunito},,別名: Nunito Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-Light.otf
Nunito Light Italic,Nunito,Light Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Nunito,\setmainfont{Nunito},,Italic / 別名: Nunito Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-LightItalic.otf
Nunito,Nunito,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Nunito,\setmainfont{Nunito},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-Regular.otf
Nunito SemiBold,Nunito,SemiBold,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Nunito,\setmainfont{Nunito},,別名: Nunito SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-SemiBold.otf
Nunito SemiBold Italic,Nunito,SemiBold Italic,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Nunito,\setmainfont{Nunito},,Italic / 別名: Nunito SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/nunito/Nunito-SemiBoldItalic.otf
OCR A Extended,OCR A Extended,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,OCR A Extended,\setmainfont{OCR A Extended},,,C:/WINDOWS/fonts/OCRAEXT.TTF
OCRB,OCRB,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,OCRB,\setmainfont{OCRB},,,C:/WINDOWS/fonts/OCRB.TTF
ocrb10,ocrb10,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb10,\setmainfont{ocrb10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb10.otf
ocrb5,ocrb5,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb5,\setmainfont{ocrb5},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb5.otf
ocrb6,ocrb6,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb6,\setmainfont{ocrb6},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb6.otf
ocrb7,ocrb7,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb7,\setmainfont{ocrb7},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb7.otf
ocrb8,ocrb8,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb8,\setmainfont{ocrb8},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb8.otf
ocrb9,ocrb9,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,ocrb9,\setmainfont{ocrb9},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/ocr-b-outline/ocrb9.otf
Old English Text MT,Old English Text MT,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Old English Text MT,\setmainfont{Old English Text MT},,,C:/WINDOWS/fonts/OLDENGL.TTF
Old Standard Bold,Old Standard,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Old Standard,\setmainfont{Old Standard},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/oldstandard/OldStandard-Bold.otf
Old Standard Bold Italic,Old Standard,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Old Standard,\setmainfont{Old Standard},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/oldstandard/OldStandard-BoldItalic.otf
Old Standard Italic,Old Standard,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Old Standard,\setmainfont{Old Standard},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/oldstandard/OldStandard-Italic.otf
Old Standard,Old Standard,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Old Standard,\setmainfont{Old Standard},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/oldstandard/OldStandard-Regular.otf
OldStandard-Math Math,OldStandard-Math,Math,OpenType (OTF),不明（Unknown）,,Light（細）,OldStandard-Math,\setmainfont{OldStandard-Math},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/oldstandard/OldStandard-Math.otf
Onyx,Onyx,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Onyx,\setmainfont{Onyx},,,C:/WINDOWS/fonts/ONYX.TTF
OpenSymbol,OpenSymbol,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,OpenSymbol,\setmainfont{OpenSymbol},,,C:/WINDOWS/fonts/opens___.ttf
Overlock Black,Overlock,Black,OpenType (OTF),不明（Unknown）,,Black（極太）,Overlock,\setmainfont{Overlock},,,C:/texlive/2026/texmf-dist/fonts/opentype/tipo/overlock/Overlock-Black-OTF.otf
Overlock Black Italic,Overlock,Black Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Overlock,\setmainfont{Overlock},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/tipo/overlock/Overlock-BlackItalic-OTF.otf
Overlock Bold,Overlock,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Overlock,\setmainfont{Overlock},,,C:/texlive/2026/texmf-dist/fonts/opentype/tipo/overlock/Overlock-Bold-OTF.otf
Overlock Bold Italic,Overlock,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Overlock,\setmainfont{Overlock},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/tipo/overlock/Overlock-BoldItalic-OTF.otf
Overlock Italic,Overlock,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Overlock,\setmainfont{Overlock},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/tipo/overlock/Overlock-Italic-OTF.otf
