display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
Monaspace Xenon ExtraLight Italic,Monaspace Xenon,ExtraLight Italic,OpenType (OTF),不明（Unknown）,,Thin（極細）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,Italic / 別名: Monaspace Xenon ExtraLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-ExtraLightItalic.otf
Monaspace Xenon Italic,Monaspace Xenon,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-Italic.otf
Monaspace Xenon Light,Monaspace Xenon,Light,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,別名: Monaspace Xenon Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-Light.otf
Monaspace Xenon Light Italic,Monaspace Xenon,Light Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,Italic / 別名: Monaspace Xenon Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-LightItalic.otf
Monaspace Xenon Medium,Monaspace Xenon,Medium,OpenType (OTF),不明（Unknown）,,Book（ブック）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,別名: Monaspace Xenon Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-Medium.otf
Monaspace Xenon Medium Italic,Monaspace Xenon,Medium Italic,OpenType (OTF),不明（Unknown）,,Book（ブック）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,Italic / 別名: Monaspace Xenon Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-MediumItalic.otf
Monaspace Xenon,Monaspace Xenon,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-Regular.otf
Monaspace Xenon SemiBold,Monaspace Xenon,SemiBold,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,別名: Monaspace Xenon SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-SemiBold.otf
Monaspace Xenon SemiBold Italic,Monaspace Xenon,SemiBold Italic,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Monaspace Xenon,\setmainfont{Monaspace Xenon},,Italic / 別名: Monaspace Xenon SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/monaspace-otf/MonaspaceXenon-SemiBoldItalic.otf
Mongolian Baiti,Mongolian Baiti,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Mongolian Baiti,\setmainfont{Mongolian Baiti},,,C:/WINDOWS/fonts/monbaiti.ttf
Montserrat Black,Montserrat,Black,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Black.otf
Montserrat Black Italic,Montserrat,Black Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-BlackItalic.otf
Montserrat Bold,Montserrat,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Bold.otf
Montserrat Bold Italic,Montserrat,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-BoldItalic.otf
Montserrat ExtraBold,Montserrat,ExtraBold,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-ExtraBold.otf
Montserrat ExtraBold Italic,Montserrat,ExtraBold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-ExtraBoldItalic.otf
Montserrat ExtraLight,Montserrat,ExtraLight,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat ExtraLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-ExtraLight.otf
Montserrat ExtraLight Italic,Montserrat,ExtraLight Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat ExtraLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-ExtraLightItalic.otf
Montserrat Italic,Montserrat,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Montserrat,\setmainfont{Montserrat},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Italic.otf
Montserrat Light,Montserrat,Light,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Light.otf
Montserrat Light Italic,Montserrat,Light Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-LightItalic.otf
Montserrat Medium,Montserrat,Medium,OpenType (OTF),不明（Unknown）,,Book（ブック）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Medium.otf
Montserrat Medium Italic,Montserrat,Medium Italic,OpenType (OTF),不明（Unknown）,,Book（ブック）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-MediumItalic.otf
Montserrat,Montserrat,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Montserrat,\setmainfont{Montserrat},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Regular.otf
Montserrat SemiBold,Montserrat,SemiBold,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-SemiBold.otf
Montserrat SemiBold Italic,Montserrat,SemiBold Italic,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-SemiBoldItalic.otf
Montserrat Thin,Montserrat,Thin,OpenType (OTF),不明（Unknown）,,Thin（極細）,Montserrat,\setmainfont{Montserrat},,別名: Montserrat Thin,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-Thin.otf
Montserrat Thin Italic,Montserrat,Thin Italic,OpenType (OTF),不明（Unknown）,,Thin（極細）,Montserrat,\setmainfont{Montserrat},,Italic / 別名: Montserrat Thin,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/Montserrat-ThinItalic.otf
Montserrat Alternates Black,Montserrat Alternates,Black,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Black.otf
Montserrat Alternates Black Italic,Montserrat Alternates,Black Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates Black,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-BlackItalic.otf
Montserrat Alternates Bold,Montserrat Alternates,Bold,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Bold.otf
Montserrat Alternates Bold Italic,Montserrat Alternates,Bold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-BoldItalic.otf
Montserrat Alternates ExtraBold,Montserrat Alternates,ExtraBold,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-ExtraBold.otf
Montserrat Alternates ExtraBold Italic,Montserrat Alternates,ExtraBold Italic,OpenType (OTF),不明（Unknown）,,Black（極太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates ExtraBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-ExtraBoldItalic.otf
Montserrat Alternates ExtraLight,Montserrat Alternates,ExtraLight,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates ExLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-ExtraLight.otf
Montserrat Alternates ExtraLight Italic,Montserrat Alternates,ExtraLight Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates ExLight,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-ExtraLightItalic.otf
Montserrat Alternates Italic,Montserrat Alternates,Italic,OpenType (OTF),不明（Unknown）,,Light（細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Italic.otf
Montserrat Alternates Light,Montserrat Alternates,Light,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Light.otf
Montserrat Alternates Light Italic,Montserrat Alternates,Light Italic,OpenType (OTF),不明（Unknown）,,ExtraLight（超細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-LightItalic.otf
Montserrat Alternates Medium,Montserrat Alternates,Medium,OpenType (OTF),不明（Unknown）,,Book（ブック）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Medium.otf
Montserrat Alternates Medium Italic,Montserrat Alternates,Medium Italic,OpenType (OTF),不明（Unknown）,,Book（ブック）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-MediumItalic.otf
Montserrat Alternates,Montserrat Alternates,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Regular.otf
Montserrat Alternates SemiBold,Montserrat Alternates,SemiBold,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-SemiBold.otf
Montserrat Alternates SemiBold Italic,Montserrat Alternates,SemiBold Italic,OpenType (OTF),不明（Unknown）,,ExtraBold（超太）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates SemiBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-SemiBoldItalic.otf
Montserrat Alternates Thin,Montserrat Alternates,Thin,OpenType (OTF),不明（Unknown）,,Thin（極細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,別名: Montserrat Alternates Thin,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-Thin.otf
Montserrat Alternates Thin Italic,Montserrat Alternates,Thin Italic,OpenType (OTF),不明（Unknown）,,Thin（極細）,Montserrat Alternates,\setmainfont{Montserrat Alternates},,Italic / 別名: Montserrat Alternates Thin,C:/texlive/2026/texmf-dist/fonts/opentype/public/montserrat/MontserratAlternates-ThinItalic.otf
Moralerspace Argon Bold,Moralerspace Argon,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Argon,\setmainfont{Moralerspace Argon},,,C:/WINDOWS/fonts/MoralerspaceArgon-Bold.ttf
Moralerspace Argon BoldItalic,Moralerspace Argon,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Argon,\setmainfont{Moralerspace Argon},,Italic,C:/WINDOWS/fonts/MoralerspaceArgon-BoldItalic.ttf
Moralerspace Argon Italic,Moralerspace Argon,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Argon,\setmainfont{Moralerspace Argon},,Italic,C:/WINDOWS/fonts/MoralerspaceArgon-Italic.ttf
Moralerspace Argon,Moralerspace Argon,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Argon,\setmainfont{Moralerspace Argon},,,C:/WINDOWS/fonts/MoralerspaceArgon-Regular.ttf
Moralerspace Argon NF Bold,Moralerspace Argon NF,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Argon NF,\setmainfont{Moralerspace Argon NF},,,C:/WINDOWS/fonts/MoralerspaceArgonNF-Bold.ttf
Moralerspace Argon NF BoldItalic,Moralerspace Argon NF,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Argon NF,\setmainfont{Moralerspace Argon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceArgonNF-BoldItalic.ttf
Moralerspace Argon NF Italic,Moralerspace Argon NF,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Argon NF,\setmainfont{Moralerspace Argon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceArgonNF-Italic.ttf
Moralerspace Argon NF,Moralerspace Argon NF,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Argon NF,\setmainfont{Moralerspace Argon NF},,,C:/WINDOWS/fonts/MoralerspaceArgonNF-Regular.ttf
Moralerspace Krypton Bold,Moralerspace Krypton,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Krypton,\setmainfont{Moralerspace Krypton},,,C:/WINDOWS/fonts/MoralerspaceKrypton-Bold.ttf
Moralerspace Krypton BoldItalic,Moralerspace Krypton,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Krypton,\setmainfont{Moralerspace Krypton},,Italic,C:/WINDOWS/fonts/MoralerspaceKrypton-BoldItalic.ttf
Moralerspace Krypton Italic,Moralerspace Krypton,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Krypton,\setmainfont{Moralerspace Krypton},,Italic,C:/WINDOWS/fonts/MoralerspaceKrypton-Italic.ttf
Moralerspace Krypton,Moralerspace Krypton,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Krypton,\setmainfont{Moralerspace Krypton},,,C:/WINDOWS/fonts/MoralerspaceKrypton-Regular.ttf
Moralerspace Krypton NF Bold,Moralerspace Krypton NF,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Krypton NF,\setmainfont{Moralerspace Krypton NF},,,C:/WINDOWS/fonts/MoralerspaceKryptonNF-Bold.ttf
Moralerspace Krypton NF BoldItalic,Moralerspace Krypton NF,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Krypton NF,\setmainfont{Moralerspace Krypton NF},,Italic,C:/WINDOWS/fonts/MoralerspaceKryptonNF-BoldItalic.ttf
Moralerspace Krypton NF Italic,Moralerspace Krypton NF,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Krypton NF,\setmainfont{Moralerspace Krypton NF},,Italic,C:/WINDOWS/fonts/MoralerspaceKryptonNF-Italic.ttf
Moralerspace Krypton NF,Moralerspace Krypton NF,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Krypton NF,\setmainfont{Moralerspace Krypton NF},,,C:/WINDOWS/fonts/MoralerspaceKryptonNF-Regular.ttf
Moralerspace Neon Bold,Moralerspace Neon,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Neon,\setmainfont{Moralerspace Neon},,,C:/WINDOWS/fonts/MoralerspaceNeon-Bold.ttf
Moralerspace Neon BoldItalic,Moralerspace Neon,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Neon,\setmainfont{Moralerspace Neon},,Italic,C:/WINDOWS/fonts/MoralerspaceNeon-BoldItalic.ttf
Moralerspace Neon Italic,Moralerspace Neon,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Neon,\setmainfont{Moralerspace Neon},,Italic,C:/WINDOWS/fonts/MoralerspaceNeon-Italic.ttf
Moralerspace Neon,Moralerspace Neon,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Neon,\setmainfont{Moralerspace Neon},,,C:/WINDOWS/fonts/MoralerspaceNeon-Regular.ttf
Moralerspace Neon NF Bold,Moralerspace Neon NF,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Neon NF,\setmainfont{Moralerspace Neon NF},,,C:/WINDOWS/fonts/MoralerspaceNeonNF-Bold.ttf
Moralerspace Neon NF BoldItalic,Moralerspace Neon NF,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Neon NF,\setmainfont{Moralerspace Neon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceNeonNF-BoldItalic.ttf
Moralerspace Neon NF Italic,Moralerspace Neon NF,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Neon NF,\setmainfont{Moralerspace Neon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceNeonNF-Italic.ttf
Moralerspace Neon NF,Moralerspace Neon NF,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Neon NF,\setmainfont{Moralerspace Neon NF},,,C:/WINDOWS/fonts/MoralerspaceNeonNF-Regular.ttf
Moralerspace Radon Bold,Moralerspace Radon,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Radon,\setmainfont{Moralerspace Radon},,,C:/WINDOWS/fonts/MoralerspaceRadon-Bold.ttf
Moralerspace Radon BoldItalic,Moralerspace Radon,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Radon,\setmainfont{Moralerspace Radon},,Italic,C:/WINDOWS/fonts/MoralerspaceRadon-BoldItalic.ttf
Moralerspace Radon Italic,Moralerspace Radon,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Radon,\setmainfont{Moralerspace Radon},,Italic,C:/WINDOWS/fonts/MoralerspaceRadon-Italic.ttf
Moralerspace Radon,Moralerspace Radon,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Radon,\setmainfont{Moralerspace Radon},,,C:/WINDOWS/fonts/MoralerspaceRadon-Regular.ttf
Moralerspace Radon NF Bold,Moralerspace Radon NF,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Radon NF,\setmainfont{Moralerspace Radon NF},,,C:/WINDOWS/fonts/MoralerspaceRadonNF-Bold.ttf
Moralerspace Radon NF BoldItalic,Moralerspace Radon NF,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Radon NF,\setmainfont{Moralerspace Radon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceRadonNF-BoldItalic.ttf
Moralerspace Radon NF Italic,Moralerspace Radon NF,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Radon NF,\setmainfont{Moralerspace Radon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceRadonNF-Italic.ttf
Moralerspace Radon NF,Moralerspace Radon NF,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Radon NF,\setmainfont{Moralerspace Radon NF},,,C:/WINDOWS/fonts/MoralerspaceRadonNF-Regular.ttf
Moralerspace Xenon Bold,Moralerspace Xenon,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Xenon,\setmainfont{Moralerspace Xenon},,,C:/WINDOWS/fonts/MoralerspaceXenon-Bold.ttf
Moralerspace Xenon BoldItalic,Moralerspace Xenon,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Xenon,\setmainfont{Moralerspace Xenon},,Italic,C:/WINDOWS/fonts/MoralerspaceXenon-BoldItalic.ttf
Moralerspace Xenon Italic,Moralerspace Xenon,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Xenon,\setmainfont{Moralerspace Xenon},,Italic,C:/WINDOWS/fonts/MoralerspaceXenon-Italic.ttf
Moralerspace Xenon,Moralerspace Xenon,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Xenon,\setmainfont{Moralerspace Xenon},,,C:/WINDOWS/fonts/MoralerspaceXenon-Regular.ttf
Moralerspace Xenon NF Bold,Moralerspace Xenon NF,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Xenon NF,\setmainfont{Moralerspace Xenon NF},,,C:/WINDOWS/fonts/MoralerspaceXenonNF-Bold.ttf
Moralerspace Xenon NF BoldItalic,Moralerspace Xenon NF,BoldItalic,TrueType (TTF),不明（Unknown）,,Black（極太）,Moralerspace Xenon NF,\setmainfont{Moralerspace Xenon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceXenonNF-BoldItalic.ttf
Moralerspace Xenon NF Italic,Moralerspace Xenon NF,Italic,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Xenon NF,\setmainfont{Moralerspace Xenon NF},,Italic,C:/WINDOWS/fonts/MoralerspaceXenonNF-Italic.ttf
Moralerspace Xenon NF,Moralerspace Xenon NF,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Moralerspace Xenon NF,\setmainfont{Moralerspace Xenon NF},,,C:/WINDOWS/fonts/MoralerspaceXenonNF-Regular.ttf
mpchess font,mpchess font,roman,TrueType (TTF),不明（Unknown）,,Light（細）,mpchess font,\setmainfont{mpchess font},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/mpchess/mpchessfont.ttf
MS Outlook,MS Outlook,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,MS Outlook,\setmainfont{MS Outlook},,,C:/WINDOWS/fonts/OUTLOOK.TTF
MS Reference Specialty,MS Reference Specialty,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,MS Reference Specialty,\setmainfont{MS Reference Specialty},,,C:/WINDOWS/fonts/REFSPCL.TTF
MT Extra,MT Extra,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,MT Extra,\setmainfont{MT Extra},,,C:/WINDOWS/fonts/MTEXTRA.TTF
Mukasi Mukasi,Mukasi Mukasi,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Mukasi Mukasi,\setmainfont{Mukasi Mukasi},,"別名: 昔々ふぉんと, 郌腘苓芧英苆",C:/WINDOWS/fonts/gomarice_mukasi_mukasi.ttf
Mukta Bold,Mukta,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Mukta,\setmainfont{Mukta},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-Bold.ttf
Mukta ExtraBold,Mukta,ExtraBold,TrueType (TTF),不明（Unknown）,,Black（極太）,Mukta,\setmainfont{Mukta},,別名: Mukta ExtraBold,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-ExtraBold.ttf
Mukta ExtraLight,Mukta,ExtraLight,TrueType (TTF),不明（Unknown）,,ExtraLight（超細）,Mukta,\setmainfont{Mukta},,別名: Mukta ExtraLight,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-ExtraLight.ttf
Mukta Light,Mukta,Light,TrueType (TTF),不明（Unknown）,,ExtraLight（超細）,Mukta,\setmainfont{Mukta},,別名: Mukta Light,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-Light.ttf
Mukta Medium,Mukta,Medium,TrueType (TTF),不明（Unknown）,,Book（ブック）,Mukta,\setmainfont{Mukta},,別名: Mukta Medium,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-Medium.ttf
Mukta,Mukta,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Mukta,\setmainfont{Mukta},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-Regular.ttf
Mukta SemiBold,Mukta,SemiBold,TrueType (TTF),不明（Unknown）,,ExtraBold（超太）,Mukta,\setmainfont{Mukta},,別名: Mukta SemiBold,C:/texlive/2026/texmf-dist/fonts/truetype/public/ektype-tanka/Mukta-SemiBold.ttf
MuseJazz Text,MuseJazz Text,Regular,OpenType (OTF),不明（Unknown）,,Light（細）,MuseJazz Text,\setmainfont{MuseJazz Text},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/musixtex-fonts/MuseJazzText.otf
MV Boli,MV Boli,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,MV Boli,\setmainfont{MV Boli},,,C:/WINDOWS/fonts/mvboli.ttf
Myanmar Text Bold,Myanmar Text,Bold,TrueType (TTF),不明（Unknown）,,Black（極太）,Myanmar Text,\setmainfont{Myanmar Text},,,C:/WINDOWS/fonts/mmrtextb.ttf
Myanmar Text,Myanmar Text,Regular,TrueType (TTF),不明（Unknown）,,Light（細）,Myanmar Text,\setmainfont{Myanmar Text},,,C:/WINDOWS/fonts/mmrtext.ttf
Myrica M Book,Myrica M,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,Myrica M,\setmainfont{Myrica M},,TTC（コレクション）,C:/WINDOWS/fonts/Myrica.TTC
Myrica N Book,Myrica N,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,Myrica N,\setmainfont{Myrica N},,TTC（コレクション）,C:/WINDOWS/fonts/Myrica.TTC
Myrica P Book,Myrica P,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,Myrica P,\setmainfont{Myrica P},,TTC（コレクション）,C:/WINDOWS/fonts/Myrica.TTC
MyricaM M Book,MyricaM M,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,MyricaM M,\setmainfont{MyricaM M},,TTC（コレクション）,C:/WINDOWS/fonts/MyricaM.TTC
MyricaM N Book,MyricaM N,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,MyricaM N,\setmainfont{MyricaM N},,TTC（コレクション）,C:/WINDOWS/fonts/MyricaM.TTC
MyricaM P Book,MyricaM P,Book,TrueType Collection (TTC),不明（Unknown）,,Light（細）,MyricaM P,\setmainfont{MyricaM P},,TTC（コレクション）,C:/WINDOWS/fonts/MyricaM.TTC
